gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
SPOCK3,0.35921326,3.384311098873997e-101,3.005598432492683e-98,21.35662,ENSG00000196104
CADM2,0.4087109,1.0851845521405212e-95,8.980395434668332e-93,20.755861,ENSG00000175161
LRRC1,0.53971714,1.0981459603285876e-93,8.507593767549899e-91,20.532736,ENSG00000137269
HSPA1A,1.2581352,1.555911679091176e-92,1.180288667897248e-89,20.403522,ENSG00000204389
NCAM2,0.3864899,1.8597069787923044e-91,1.3819520512609264e-88,20.281858,ENSG00000154654
GPRC5B,0.43415037,3.1138465832933277e-91,2.2676276358175328e-88,20.25649,ENSG00000167191
RTN4,0.31531322,4.981433037200673e-90,3.556547838246096e-87,20.119493,ENSG00000115310
CHORDC1,0.8421282,1.2855422644084047e-85,8.358779452078363e-83,19.609394,ENSG00000110172
IGF1R,0.668187,1.0158919116601713e-84,6.489588822345641e-82,19.503967,ENSG00000140443
PHLPP1,0.291632,2.5933140790582035e-82,1.628064693908057e-79,19.218464,ENSG00000081913
ELMO1,0.22545779,9.647319547533234e-82,5.953867785843731e-79,19.15017,ENSG00000155849
CDH20,0.4615168,2.5706814423423007e-80,1.5600608779761309e-77,18.97845,ENSG00000101542
NCAM1,0.24756438,9.609119157380146e-80,5.643342689653643e-77,18.909039,ENSG00000149294
FMNL2,0.3026493,2.6471904288922684e-79,1.506085904637895e-76,18.85552,ENSG00000157827
HP1BP3,0.46591038,6.766573421584395e-77,3.6773801705482234e-74,18.56003,ENSG00000127483
PTGES3,0.73608494,1.8139023299086277e-75,9.712913475975434e-73,18.382507,ENSG00000110958
SEPTIN8,0.6274439,5.1082780921199786e-74,2.619755237891164e-71,18.20056,ENSG00000164402
TANC2,0.6115248,1.4969833550135065e-73,7.570577489271083e-71,18.141567,ENSG00000170921
PDS5B,0.5879529,6.143908385362445e-72,3.064547837367361e-69,17.936274,ENSG00000083642
USP31,0.70271116,5.2935682311317005e-71,2.604721708540101e-68,17.816174,ENSG00000103404
FIGN,0.76947105,1.0237360219551524e-70,4.970170137524134e-68,17.779232,ENSG00000182263
MT-ND4,0.646697,1.3044741747387824e-70,6.249804427709019e-68,17.765638,ENSG00000198886
FANCC,1.0905614,3.390132910163076e-70,1.6031366172059472e-67,17.711967,ENSG00000158169
MT-CYB,0.7514778,7.264370919518129e-70,3.3911573579678736e-67,17.669024,ENSG00000198727
SEM1,0.741924,2.1490225394894706e-69,9.905089709859569e-67,17.607727,ENSG00000127922
UGT8,0.38121992,8.662090013009362e-68,3.8938768093049e-65,17.39721,ENSG00000174607
SELENOP,0.59945935,2.578146289186916e-67,1.1448227156326096e-64,17.334608,ENSG00000250722
ZNF652,0.46079215,1.6264274941495996e-66,7.135117821322316e-64,17.22838,ENSG00000198740
STAG1,0.4948888,1.9328568597654895e-65,8.279903997386001e-63,17.084593,ENSG00000118007
NFIB,0.608479,2.0020730078811873e-65,8.476683995694161e-63,17.08254,ENSG00000147862
LRP4,0.7135566,2.3216092672989763e-65,9.716601912746013e-63,17.0739,ENSG00000134569
WWOX,0.47834247,6.832104065284837e-65,2.7951749800578817e-62,17.01078,ENSG00000186153
PLD5,0.75848883,1.5704242861285168e-64,6.283768033682588e-62,16.96195,ENSG00000180287
SLC39A11,0.39815792,2.6933855333873693e-63,1.0659951526271836e-60,16.79415,ENSG00000133195
EFHD1,0.46979457,5.918038769022683e-62,2.2682908174489888e-59,16.60981,ENSG00000115468
RNF144A,0.39656538,1.1842209527682281e-61,4.491651388770492e-59,16.568146,ENSG00000151692
PANTR1,0.6440919,2.670966974249348e-60,1.0026314377976007e-57,16.37969,ENSG00000233639
BCL2,0.6659115,1.1379199131317209e-59,4.185246452217396e-57,16.291296,ENSG00000171791
NPAS3,0.27804548,4.177195730845418e-59,1.4911769701131701e-56,16.211576,ENSG00000151322
FBXO32,0.73002833,9.27980423870105e-59,3.2490022301882945e-56,16.16245,ENSG00000156804
DIP2B,0.2434687,1.6356712602477802e-58,5.6721963741087785e-56,16.127478,ENSG00000066084
SILC1,0.42359436,3.0124664932795445e-58,1.025139532273783e-55,16.08971,ENSG00000232044
KANSL1,0.39169914,3.2234798741008074e-58,1.086790270145913e-55,16.085518,ENSG00000120071
ZBTB16,0.36481765,2.555498901597203e-57,8.459166000450668e-55,15.956788,ENSG00000109906
ADAMTSL3,0.7567658,7.235027452231426e-57,2.3521591034879528e-54,15.89169,ENSG00000156218
USP32,0.42403114,1.3916527021149116e-56,4.4063354947311445e-54,15.850636,ENSG00000170832
LAMP2,0.35203153,1.7461739955911423e-56,5.481179959264195e-54,15.836369,ENSG00000005893
TCF12,0.25602758,3.1723345181777325e-56,9.872738844092956e-54,15.798773,ENSG00000140262
BBS9,0.45953643,1.788141148855957e-55,5.517779280690094e-53,15.689373,ENSG00000122507
MT-CO2,0.54867274,3.2017317031234586e-54,9.715121231177615e-52,15.505149,ENSG00000198712
HNRNPA2B1,0.37940168,7.431499510911925e-54,2.2363285966225206e-51,15.450972,ENSG00000122566
CADM1,0.34076968,3.2676488898217208e-52,9.752592735753156e-50,15.2051735,ENSG00000182985
PHYHIPL,0.50180197,6.417766343252717e-52,1.8998675454513652e-49,15.160906,ENSG00000165443
NUFIP2,0.5327748,8.28621319285775e-52,2.4332064095027127e-49,15.144115,ENSG00000108256
MBNL1,0.38599136,2.538305093382159e-51,7.335298814304062e-49,15.070333,ENSG00000152601
HSPA1B,1.4808496,1.3581301884946252e-49,3.8040181864204843e-47,14.805086,ENSG00000204388
ANAPC16,0.49999973,3.434397803036363e-49,9.473734303345457e-47,14.742575,ENSG00000166295
RASSF2,0.57163405,1.0471861482505498e-48,2.866927972187896e-46,14.667105,ENSG00000101265
KLHL24,0.42422995,1.4756008203325292e-48,4.009669930593138e-46,14.643811,ENSG00000114796
ENSG00000227088,0.65998733,2.1475739457475615e-48,5.792404630560015e-46,14.61828,ENSG00000227088
ACER3,0.42125976,2.361751643704625e-48,6.323242709600941e-46,14.611806,ENSG00000078124
PRUNE2,0.22201473,3.000897802430569e-48,7.975816845408896e-46,14.595481,ENSG00000106772
CORO2B,0.5135031,3.888883395931291e-48,1.0261016102365954e-45,14.577793,ENSG00000103647
CA2,0.5607081,2.1622857026083318e-47,5.623796214526756e-45,14.460181,ENSG00000104267
MT-CO3,0.5140224,3.0906197052537406e-47,7.948402922356768e-45,14.435574,ENSG00000198938
PRKCA,0.5334945,1.5344071087627207e-46,3.879918864185291e-44,14.3246765,ENSG00000154229
NFKBIZ,0.7793664,3.115958088086129e-45,7.513792443933253e-43,14.113956,ENSG00000144802
ST6GALNAC3,0.41852298,9.883450947683962e-45,2.3676066835991343e-42,14.032341,ENSG00000184005
DNAJB6,0.57817465,1.9459455412649454e-43,4.484542344844252e-41,13.819434,ENSG00000105993
DHCR24,0.96518457,3.021243592137696e-43,6.918837841315584e-41,13.787728,ENSG00000116133
ZNF365,0.5693277,6.962651115200391e-43,1.5845253275417287e-40,13.727358,ENSG00000138311
CDK19,0.2866163,1.191717754109467e-42,2.695206637430678e-40,13.688358,ENSG00000155111
CREBRF,0.5048166,2.5291095024621005e-42,5.649689276297547e-40,13.633567,ENSG00000164463
SGCD,0.585525,6.585818575585475e-42,1.453350460449808e-39,13.563562,ENSG00000170624
CEP170,0.3868647,7.221248517543336e-42,1.5839765121734213e-39,13.556807,ENSG00000143702
PAPOLA,0.4329178,7.734019745710419e-42,1.686294173537771e-39,13.551772,ENSG00000090060
MID1IP1,0.88179696,8.991209371597245e-42,1.9487375930868982e-39,13.540713,ENSG00000165175
ADGRL3,0.43403888,9.948267119996593e-42,2.1434100732148872e-39,13.53328,ENSG00000150471
PRKX,0.9023589,1.039300330013825e-41,2.226059036262553e-39,13.5300665,ENSG00000183943
ARHGAP12,0.9423614,1.735269417259005e-41,3.673525001234586e-39,13.492331,ENSG00000165322
LDLRAD3,0.6452665,2.064949834647322e-41,4.34618227625308e-39,13.479503,ENSG00000179241
PPP4R2,0.4332931,4.909479831594862e-41,1.0215084550173263e-38,13.415449,ENSG00000163605
MKLN1,0.272244,8.003490029716853e-41,1.6464580732319215e-38,13.379171,ENSG00000128585
SPP1,0.43337992,9.552204771929899e-41,1.9540161806489407e-38,13.366015,ENSG00000118785
GAB1,0.22985233,1.7653235315720658e-40,3.591003376067154e-38,13.320243,ENSG00000109458
MT-ND2,0.5314637,3.262306123775675e-40,6.599282809939994e-38,13.274318,ENSG00000198763
EDIL3,0.18086925,9.63611838530356e-40,1.9385101803628353e-37,13.192933,ENSG00000164176
HTRA1,0.38447303,1.3277635587493392e-39,2.656402565998953e-37,13.168751,ENSG00000166033
XPO1,0.43326184,1.4846043126999705e-39,2.9539569526793075e-37,13.160317,ENSG00000082898
ADAM10,0.33688748,3.162893764121275e-39,6.225258796712641e-37,13.103049,ENSG00000137845
IRS2,0.6882095,3.471965708470494e-39,6.796839536388582e-37,13.095973,ENSG00000185950
RFTN2,0.31351125,6.792579528082477e-39,1.3086317765954453e-36,13.044923,ENSG00000162944
GRIA4,0.5432791,1.0778189418980811e-38,2.0655549111785753e-36,13.009687,ENSG00000152578
HSPH1,0.7620634,4.1250850644482265e-38,7.82305194618171e-36,12.906718,ENSG00000120694
FXR1,0.39114866,7.450398135417271e-38,1.4056160461492935e-35,12.861105,ENSG00000114416
FOXN2,0.37938935,8.959271066776564e-38,1.6815720519766404e-35,12.846843,ENSG00000170802
ANKRD12,0.30006412,9.954934589308207e-38,1.858867068030207e-35,12.838686,ENSG00000101745
MAPT,0.29631793,1.0880992509636773e-37,2.021421935004562e-35,12.831798,ENSG00000186868
ZNF706,0.41085938,1.1201937331019438e-37,2.070481939579085e-35,12.829546,ENSG00000120963
GPM6B,0.2325826,1.5824602227363402e-37,2.881027081513781e-35,12.802751,ENSG00000046653
FAM171B,0.7066279,3.1611565575330355e-37,5.726568784721039e-35,12.748915,ENSG00000144369
FOXP1,0.3575072,3.8360623045720365e-37,6.88264612948031e-35,12.733819,ENSG00000114861
PNISR,0.3492446,4.997692488351075e-37,8.920391121854869e-35,12.713155,ENSG00000132424
STIP1,0.88426024,5.334016022880639e-37,9.474253240250236e-35,12.708062,ENSG00000168439
ENSG00000260971,1.1071558,9.337469031847023e-37,1.6504656426583194e-34,12.664194,ENSG00000260971
ENSG00000273118,0.690065,1.3436387819722837e-36,2.363506054549507e-34,12.635601,ENSG00000273118
ZSWIM6,0.23956521,1.9148717393102802e-36,3.342698070277205e-34,12.607705,ENSG00000130449
DOCK5,0.18843052,1.918663892914248e-36,3.342698070277205e-34,12.60755,ENSG00000147459
DLG1,0.20696354,2.3185807797956333e-36,4.0011451826501705e-34,12.592617,ENSG00000075711
CPM,0.4763726,3.6937345177597454e-36,6.314378462942153e-34,12.555812,ENSG00000135678
GRIN2A,0.63782704,7.24642143823296e-36,1.2137528185203623e-33,12.502363,ENSG00000183454
NDRG1,0.30838072,7.266783325207047e-36,1.2137528185203623e-33,12.502141,ENSG00000104419
PPFIBP2,0.5353476,1.4330333726988193e-35,2.3718005075777002e-33,12.4480505,ENSG00000166387
TTYH2,0.30278158,1.631537973753502e-35,2.6881249185661768e-33,12.43769,ENSG00000141540
CPEB2,0.3372492,2.1415473470146365e-35,3.496772286972957e-33,12.41594,ENSG00000137449
JADE2,0.68617463,6.657195490056843e-35,1.0725743459466803e-32,12.324844,ENSG00000043143
RYBP,0.29866192,7.242338683326466e-35,1.1617094102964021e-32,12.318051,ENSG00000163602
LGR4,0.7783881,3.213012128978308e-34,5.04276713967061e-32,12.1973,ENSG00000205213
MPDZ,0.34733775,6.003668844818012e-34,9.382214162125041e-32,12.146278,ENSG00000107186
HSP90AB1,0.4555045,6.522566649036591e-34,1.0149559693364118e-31,12.139497,ENSG00000096384
APOLD1,0.54612994,1.0013616404830799e-33,1.5515565980114853e-31,12.104369,ENSG00000178878
KANSL1L,0.40091476,2.7919055867745438e-33,4.271380933850197e-31,12.019935,ENSG00000144445
SERPINI1,0.45408347,4.2001560257615484e-33,6.398999213808766e-31,11.986142,ENSG00000163536
ABCA6,0.7073122,6.428806627808455e-33,9.753571122156728e-31,11.95082,ENSG00000154262
ADSS2,0.3964597,9.605719830366004e-33,1.4513007073165433e-30,11.917402,ENSG00000035687
PIEZO2,0.28915492,1.1433194861231649e-32,1.7202706251535816e-30,11.90288,ENSG00000154864
SUN2,0.3618834,1.9967266857566634e-32,2.9919675753815484e-30,11.856271,ENSG00000100242
PCDH17,0.58202803,3.2218028457706947e-32,4.8078805418115794e-30,11.816132,ENSG00000118946
USP54,0.22843765,3.4768514133660743e-32,5.167310761774918e-30,11.809728,ENSG00000166348
DNAJB1,1.1929624,4.40185936344083e-32,6.515467607382419e-30,11.789877,ENSG00000132002
CAMK2N1,0.37363318,1.6665719352237426e-31,2.4469039236035047e-29,11.67722,ENSG00000162545
SGK1,0.2532016,5.581641990253156e-31,8.065029688456267e-29,11.574003,ENSG00000118515
RICTOR,0.2976,1.3834376457859228e-30,1.9832177778880714e-28,11.495893,ENSG00000164327
H2AC6,0.47625658,1.737796594636528e-30,2.4717441251525493e-28,11.476186,ENSG00000180573
FAM171A1,0.37706193,2.638517971191149e-30,3.7382769014401603e-28,11.440011,ENSG00000148468
AGAP1,0.13845985,3.3092675995855076e-30,4.6704283657406e-28,11.420342,ENSG00000157985
RFX3,0.3849322,6.686148487131011e-30,9.399847054571984e-28,11.359058,ENSG00000080298
SGK3,0.23913705,7.77332473368255e-30,1.0886242315494192e-27,11.345888,ENSG00000104205
RBM48,0.69242704,1.1436852945555682e-29,1.5894606467693645e-27,11.312063,ENSG00000127993
GPHN,0.24852605,1.2272221272845916e-29,1.699072703372112e-27,11.305877,ENSG00000171723
NDRG2,0.41857174,1.367019637136932e-29,1.8854514783117414e-27,11.296404,ENSG00000165795
ATXN1,0.22993216,1.4182885603849238e-29,1.9487820022919187e-27,11.293169,ENSG00000124788
TAFA5,0.51331234,1.5195890588515476e-29,2.080123188379795e-27,11.287106,ENSG00000219438
BBX,0.30820298,2.5190558444408818e-29,3.3846443323904576e-27,11.242581,ENSG00000114439
METTL7A,0.69532084,2.531578415892103e-29,3.388964458803796e-27,11.242145,ENSG00000185432
DIP2C,0.1704036,2.6159099978234643e-29,3.489029847646446e-27,11.239251,ENSG00000151240
VEZF1,0.45078263,4.771336856691114e-29,6.317597004575885e-27,11.186067,ENSG00000136451
FDFT1,0.45195606,8.394367508084302e-29,1.0994809701595886e-26,11.135846,ENSG00000079459
LINC00862,0.45544112,8.657494594420076e-29,1.1298806206882573e-26,11.133097,ENSG00000203721
RHOBTB3,0.46975085,1.038588725232758e-28,1.3506104522562566e-26,11.116864,ENSG00000164292
FAM53B,0.32272223,1.1385036956793462e-28,1.4752738991842118e-26,11.108664,ENSG00000189319
RAB30,0.377225,2.204579982250673e-28,2.828738185277431e-26,11.049492,ENSG00000137502
KIF13B,0.2765059,2.256484557120066e-28,2.882916340135293e-26,11.047403,ENSG00000197892
NCOA7,0.24016519,3.186515590968052e-28,4.0569022971443605e-26,11.01637,ENSG00000111912
RAB3IP,0.530137,4.214299801088436e-28,5.346727677952339e-26,10.991169,ENSG00000127328
BNIP3L,0.43055063,5.437322139129484e-28,6.874436587846625e-26,10.96815,ENSG00000104765
GIT1,0.58972603,5.48379648313835e-28,6.9092040672676e-26,10.967381,ENSG00000108262
P2RX7,0.29962492,8.888759888297784e-28,1.1084161816873249e-25,10.923614,ENSG00000089041
PACS2,0.32430324,1.1118299065090466e-27,1.3817047971265327e-25,10.903275,ENSG00000179364
PLOD3,0.687175,1.3683842932310852e-27,1.6947486015350435e-25,10.884372,ENSG00000106397
KIAA1958,0.35850886,4.721943851258547e-27,5.769644950067994e-25,10.770932,ENSG00000165185
IKZF2,0.38283086,4.842305779943327e-27,5.896924349809246e-25,10.768615,ENSG00000030419
L3MBTL4,0.32253945,5.2511094055240595e-27,6.373446522464735e-25,10.761149,ENSG00000154655
NDUFAF6,0.44269967,6.044234838765829e-27,7.2875059254682565e-25,10.74818,ENSG00000156170
HIP1,0.2718061,6.62472911837397e-27,7.961044114133102e-25,10.739717,ENSG00000127946
PPA1,0.5800124,8.929332514628691e-27,1.0660159197464258e-24,10.71212,ENSG00000180817
SIK2,0.34712422,1.0202807101455767e-26,1.2022802983113508e-24,10.699773,ENSG00000170145
YPEL2,0.29175547,1.2791252638150465e-26,1.4988225081962637e-24,10.678802,ENSG00000175155
PIP4K2A,0.1331165,1.3491850288112038e-26,1.5745681175985115e-24,10.673849,ENSG00000150867
CDKN1C,0.6490843,1.4456415088794765e-26,1.6817475597865656e-24,10.667434,ENSG00000129757
BAHCC1,0.6449602,1.4933558410936029e-26,1.7317220664299448e-24,10.664415,ENSG00000266074
TMCC2,0.42027375,1.8994506347297233e-26,2.174930707917569e-24,10.64203,ENSG00000133069
IRAK2,0.5731024,3.820963592595035e-26,4.347778947924075e-24,10.576721,ENSG00000134070
SLC5A3,1.4568592,5.1158500754342923e-26,5.803063331673317e-24,10.549334,ENSG00000198743
CLMN,0.19234212,5.166310170949792e-26,5.8421020479696846e-24,10.548411,ENSG00000165959
MAP4K4,0.17276427,7.650469016132141e-26,8.597804870845788e-24,10.511455,ENSG00000071054
XIST,0.60267955,9.094489735995727e-26,1.0157931296536087e-23,10.495138,ENSG00000229807
CPEB3,0.41037717,9.177218001776346e-26,1.0218986601855668e-23,10.494283,ENSG00000107864
MAP2K4,0.35102716,1.5037976885712592e-25,1.659281255644142e-23,10.447537,ENSG00000065559
CNOT2,0.2956894,1.5576858532074525e-25,1.713548558519328e-23,10.444197,ENSG00000111596
ENSG00000286314,0.60891974,2.0207836258594205e-25,2.2030171672093777e-23,10.419469,ENSG00000286314
SASH1,0.26387206,2.23746549358848e-25,2.4319580164938433e-23,10.409777,ENSG00000111961
PRRG1,0.34333625,2.8028908731580088e-25,3.0284528923866294e-23,10.388306,ENSG00000130962
BBS2,0.30915475,3.175486617999508e-25,3.4208822110827835e-23,10.376392,ENSG00000125124
ARHGAP5,0.32526454,4.194341566810329e-25,4.491893092079344e-23,10.349783,ENSG00000100852
FAM13B,0.29510692,4.4585717853629005e-25,4.7469449078547933e-23,10.343932,ENSG00000031003
CTBP2,0.41413158,4.569495677022749e-25,4.8508593758528375e-23,10.3415785,ENSG00000175029
DENND11,0.41801003,5.6616903982425675e-25,5.992833452930475e-23,10.321023,ENSG00000257093
PDK4,0.47878733,6.11754678038654e-25,6.456582996157528e-23,10.313585,ENSG00000004799
MAPRE2,0.29296476,6.57180748232377e-25,6.915972660299802e-23,10.306702,ENSG00000166974
EHBP1,0.41659644,6.927192484389249e-25,7.268960597740096e-23,10.301638,ENSG00000115504
PHF21A,0.32344446,7.044470571023713e-25,7.370783403221708e-23,10.300023,ENSG00000135365
ZBTB37,0.45401323,7.584676542190319e-25,7.91327341702676e-23,10.2929125,ENSG00000185278
ATP1B1,0.27999616,7.95110759823891e-25,8.271877996202149e-23,10.28837,ENSG00000143153
TIAM2,0.4155162,8.219952599544977e-25,8.527205528621986e-23,10.285167,ENSG00000146426
CLCN4,0.48833042,9.192625504621659e-25,9.482206228733253e-23,10.274387,ENSG00000073464
NDE1,0.34657586,9.29663025726973e-25,9.562398331291114e-23,10.273303,ENSG00000072864
DPYSL2,0.217051,2.357158103462642e-24,2.4109224961595988e-22,10.183186,ENSG00000092964
SORCS2,0.43014356,2.565838281869783e-24,2.6170113030656175e-22,10.174931,ENSG00000184985
PI16,0.82842124,2.7932370234368296e-24,2.8409873323291014e-22,10.166659,ENSG00000164530
ENSG00000248752,0.64867973,3.224608040490181e-24,3.2705968793963364e-22,10.1526575,ENSG00000248752
NACC2,0.57054055,4.0577541428582605e-24,4.104192884715416e-22,10.13021,ENSG00000148411
EPB41L2,0.29987243,6.530995970170383e-24,6.551146701538402e-22,10.083569,ENSG00000079819
SLCO1A2,0.21862029,7.436116338688216e-24,7.438567805613058e-22,10.070812,ENSG00000084453
ENSG00000242593,0.45317942,9.04645266826144e-24,8.999984550730478e-22,10.051517,ENSG00000242593
SYNJ2,0.22141366,1.46286855051624e-23,1.4396208016593873e-21,10.004051,ENSG00000078269
NFKB1,0.40492615,1.5646532775963578e-23,1.5356376049552178e-21,9.997391,ENSG00000109320
EPCAM-DT,0.37078878,1.7660381389656382e-23,1.7286285138714198e-21,9.985391,ENSG00000234690
ALCAM,0.22280423,1.8029364906901404e-23,1.760014034825989e-21,9.98334,ENSG00000170017
FAM107B,0.21653531,2.9855273353097405e-23,2.8760451794165394e-21,9.933188,ENSG00000065809
ENSG00000273748,0.55916107,2.985678012247204e-23,2.8760451794165394e-21,9.933184,ENSG00000273748
SOX10,0.37068358,4.090541705164757e-23,3.899078653624585e-21,9.90175,ENSG00000100146
TNKS,0.24131441,5.1885420220205307e-23,4.9327726398384225e-21,9.877946,ENSG00000173273
TFEB,0.3199197,6.79084706796117e-23,6.422553855548107e-21,9.850936,ENSG00000112561
TNRC6B,0.22586535,7.841961545702786e-23,7.359317108302316e-21,9.836463,ENSG00000100354
KDM6A,0.24127251,8.499583398142459e-23,7.955959657921933e-21,9.828355,ENSG00000147050
LRP1B,0.3182662,8.673245423709476e-23,8.097697753028448e-21,9.826318,ENSG00000168702
NEAT1,0.21743505,8.935065371367285e-23,8.320808191872778e-21,9.82332,ENSG00000245532
LCORL,0.38044497,8.996380559986496e-23,8.356535942607866e-21,9.822632,ENSG00000178177
CLIP4,0.27170485,1.2044091228603416e-22,1.115901907928518e-20,9.793185,ENSG00000115295
NEGR1,0.33323905,1.2175473140579868e-22,1.125211492372574e-20,9.7920885,ENSG00000172260
SPATA13,0.29787984,1.8043620181426274e-22,1.638414708344373e-20,9.752243,ENSG00000228741
ENSG00000235189,0.7543239,2.3520235736971754e-22,2.130395083717949e-20,9.725304,ENSG00000235189
VPS13C,0.2217923,3.020863367894026e-22,2.722665271083101e-20,9.699801,ENSG00000129003
PPM1K,0.3897182,3.698557148397809e-22,3.3252311824064443e-20,9.679129,ENSG00000163644
SEMA5A,0.60290885,3.708031965589836e-22,3.3255384219472195e-20,9.678866,ENSG00000112902
MRPS6,1.3636706,3.7622397806791623e-22,3.365864248012031e-20,9.677382,ENSG00000243927
SH3KBP1,0.35965464,3.9342532213902046e-22,3.5111281445406896e-20,9.67281,ENSG00000147010
NEO1,0.21246994,4.474218399627575e-22,3.983257710690446e-20,9.659642,ENSG00000067141
AKT3,0.22503902,4.743531449509214e-22,4.2127187107202326e-20,9.653653,ENSG00000117020
CREBBP,0.31946322,5.154970573137741e-22,4.5669778226056313e-20,9.645123,ENSG00000005339
HBP1,0.361142,6.411160841934806e-22,5.638724361751935e-20,9.622722,ENSG00000105856
PPP2R5A,0.37511027,6.4682850945630675e-22,5.675257755740492e-20,9.62181,ENSG00000066027
PHGDH,0.708883,7.275644680306173e-22,6.368287838925682e-20,9.609706,ENSG00000092621
DYRK1A,0.31647673,7.413900090647502e-22,6.473739330951003e-20,9.607767,ENSG00000157540
PDE1C,0.2025079,8.002118307578846e-22,6.954012692495487e-20,9.599901,ENSG00000154678
GDAP1,0.39537573,1.0030807557150942e-21,8.675576360355822e-20,9.576584,ENSG00000104381
ITPRID2,0.41047364,1.046357100236127e-21,9.02842529236916e-20,9.572219,ENSG00000138434
SHTN1,0.15860702,1.225334470289151e-21,1.054772546859777e-19,9.555883,ENSG00000187164
DNAJA1,0.60596687,1.2797830678861195e-21,1.099043893110127e-19,9.551381,ENSG00000086061
MSI2,0.3135935,1.4150785433882207e-21,1.212372704043574e-19,9.540966,ENSG00000153944
ATG4C,0.23919493,1.9189226678213967e-21,1.6401833845237722e-19,9.509331,ENSG00000125703
UBE2R2,0.28212935,2.0777321139731503e-21,1.7635054017247168e-19,9.501056,ENSG00000107341
NFASC,0.17544386,2.3136579386805107e-21,1.9591840200752268e-19,9.489851,ENSG00000163531
IP6K3,0.6108472,2.5976660435522803e-21,2.1945757767476943e-19,9.477774,ENSG00000161896
INTS6,0.4170181,2.728269923112931e-21,2.299577880564538e-19,9.472652,ENSG00000102786
ZNF521,0.6310654,3.1074146019401773e-21,2.6130988564860446e-19,9.459054,ENSG00000198795
RAD21,0.4377194,4.308716026908886e-21,3.59837082504143e-19,9.424813,ENSG00000164754
LHFPL2,1.2650465,5.400845430263325e-21,4.500127775898128e-19,9.401075,ENSG00000145685
SPRED1,0.44774047,9.507578346564184e-21,7.8501120806144e-19,9.341392,ENSG00000166068
MVB12B,0.21108153,1.0224457574018497e-20,8.422917402379219e-19,9.3336935,ENSG00000196814
CNTN2,0.21168986,1.1314857134453525e-20,9.25835006696004e-19,9.322951,ENSG00000184144
LINC02199,0.82126474,1.1462486614561987e-20,9.358117995727154e-19,9.321576,ENSG00000250198
BOK,0.3957413,1.309281662008238e-20,1.0641420508268742e-18,9.307458,ENSG00000176720
MEGF10,0.23487912,1.767219462638405e-20,1.4331402020844011e-18,9.275539,ENSG00000145794
UTP23,0.51401675,1.8001567195964632e-20,1.4566068105321426e-18,9.273571,ENSG00000147679
JAKMIP3,0.3190065,1.912097447918878e-20,1.5437537089494941e-18,9.267137,ENSG00000188385
ZNF397,0.3439436,2.04695938032828e-20,1.6489797556750737e-18,9.259862,ENSG00000186812
